text,true_label,pred_label,confidence,details
羊肉串好难吃，又小又硬,负面,中性,0.9422603249549866,"{'neutral_prob': 0.9422603249549866, 'non_neutral_prob': 0.057739730924367905}"
旁楼的房间千万不能住，房间太差，洗手间居然发现蟑螂，价格也不便宜，很不爽，主楼的房间到还可以,负面,中性,0.7345673441886902,"{'neutral_prob': 0.7345673441886902, 'non_neutral_prob': 0.2654326856136322}"
"太差,根本达不到5星标准,房间旧装修很久的了,桌子都是坏的,唯一的是宾馆里的环境还可以,标准间里就太糟糕了免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright19...",负面,中性,0.7550740838050842,"{'neutral_prob': 0.7550740838050842, 'non_neutral_prob': 0.24492590129375458}"
我点的菜打印出来显示81.5却收了我102。送餐的说是给他们的价格。感觉不好。,负面,中性,0.6291645169258118,"{'neutral_prob': 0.6291645169258118, 'non_neutral_prob': 0.3708355128765106}"
送饭太慢了,负面,中性,0.9872172474861145,"{'neutral_prob': 0.9872172474861145, 'non_neutral_prob': 0.01278277300298214}"
送餐时间比预定时间晚了一个小时，盖饭味道淡了些，皮蛋瘦肉粥还不错,负面,中性,0.9963399171829224,"{'neutral_prob': 0.9963399171829224, 'non_neutral_prob': 0.0036600513849407434}"
好吃，希望商家保持,正面,中性,0.8436103463172913,"{'neutral_prob': 0.8436103463172913, 'non_neutral_prob': 0.15638969838619232}"
辛苦送餐小哥了！菜量太小了~100多块钱都没有吃饱，鸭血小的都找不到，总之不值~,负面,中性,0.8815751671791077,"{'neutral_prob': 0.8815751671791077, 'non_neutral_prob': 0.11842487007379532}"
味道不正宗,负面,中性,0.9591485857963562,"{'neutral_prob': 0.9591485857963562, 'non_neutral_prob': 0.04085143655538559}"
今天送来的茄子就跟别人吃剩下打包的一样，少的可怜！鸡丁甜的跟吃蜂蜜一样！太差劲了简直！以前总在这家买！怎么变成这样了？！！！,负面,中性,0.9159832000732422,"{'neutral_prob': 0.9159832000732422, 'non_neutral_prob': 0.08401685208082199}"
硬生生等了90分钟，呵呵，不会在这家订餐了，而且味道更不值。,负面,中性,0.9679029583930969,"{'neutral_prob': 0.9679029583930969, 'non_neutral_prob': 0.03209706395864487}"
羊肉稍微有点干，其它还好,正面,中性,0.9984844326972961,"{'neutral_prob': 0.9984844326972961, 'non_neutral_prob': 0.0015156148001551628}"
太特么牛逼了，全是肉，卧槽！,正面,负面,0.9940751791000366,"{'positive_prob': 0.005924825556576252, 'negative_prob': 0.9940751791000366}"
送的有点儿慢，不过还是挺好吃的。,负面,中性,0.9786856174468994,"{'neutral_prob': 0.9786856174468994, 'non_neutral_prob': 0.021314390003681183}"
"太少了,皮蛋瘦肉粥太难吃了,竟然不放盐,吃了一口头晕",负面,中性,0.670285165309906,"{'neutral_prob': 0.670285165309906, 'non_neutral_prob': 0.3297148048877716}"
点的星冰乐，来了变成星水乐了，在差几分钟超时赔付时才送到，这次真的太慢了,负面,中性,0.9345585703849792,"{'neutral_prob': 0.9345585703849792, 'non_neutral_prob': 0.06544142216444016}"
还不错啊，买了两份，香菇鸡肉的尤其香，好吃，尖椒土豆丝的味道有点太淡了。好吃方便。,正面,中性,0.9125733375549316,"{'neutral_prob': 0.9125733375549316, 'non_neutral_prob': 0.08742659538984299}"
"订了两次这家酒店,遇到都是几乎相同的问题,我在备注里写的很清楚,""不临街,安静,高层,不要KTV上的房型,""不知道什么原因,是携程没有把信息传给酒店,还是酒店的理解有问题,第一次给了我",负面,正面,0.5385863780975342,"{'positive_prob': 0.5385863780975342, 'negative_prob': 0.4614136219024658}"
"一个半小时送来,还说他们忙！！！！！忙就不要开店了",负面,中性,0.47514137625694275,"{'neutral_prob': 0.47514137625694275, 'non_neutral_prob': 0.5248586535453796}"
地理位置优越，临近步行街和长沙的酒吧一天街，出去玩非常方便。房间空间还不错，早餐马马虎虎,正面,中性,0.8337922692298889,"{'neutral_prob': 0.8337922692298889, 'non_neutral_prob': 0.16620774567127228}"
订的菜没有了，换了个便宜的菜，说了多退少补，结果没把钱给我退回来。诚信很有问题。锅包肉又硬又粘牙，酸的一B。再也不会点这家了。,负面,中性,0.9094058871269226,"{'neutral_prob': 0.9094058871269226, 'non_neutral_prob': 0.09059415757656097}"
"送餐的速度超快,传统地道冒血旺味道正宗,吃的过瘾",正面,中性,0.8713973760604858,"{'neutral_prob': 0.8713973760604858, 'non_neutral_prob': 0.12860256433486938}"
送餐太慢了，10：30订餐，12：30才送到，饿死我了，没有下次了,负面,中性,0.9709582328796387,"{'neutral_prob': 0.9709582328796387, 'non_neutral_prob': 0.029041845351457596}"
今天比较慢，幸好同时订了别的，不至于饿着,正面,中性,0.4473613202571869,"{'neutral_prob': 0.4473613202571869, 'non_neutral_prob': 0.5526387095451355}"
味道一般般,负面,中性,0.9996703863143921,"{'neutral_prob': 0.9996703863143921, 'non_neutral_prob': 0.00032963379635475576}"
送餐时间有点慢。菜品略素,负面,中性,0.998291552066803,"{'neutral_prob': 0.998291552066803, 'non_neutral_prob': 0.0017084862338379025}"
环境还算可以，可能是当地饮食文化跟东莞有不同的原固，中餐分为二层，一层饮茶，一层食饭，本人想食饭的，但去错饮茶楼层，而且开了茶位，（每一种茶收十元）后来转去食饭楼层时也要把那饮茶楼层的茶位费一起结算，...,负面,中性,0.47197505831718445,"{'neutral_prob': 0.47197505831718445, 'non_neutral_prob': 0.5280249118804932}"
"饭菜可口,感谢百度配送小哥这么冷的天送过来",正面,中性,0.9451752305030823,"{'neutral_prob': 0.9451752305030823, 'non_neutral_prob': 0.05482480674982071}"
油豆皮没送,负面,中性,0.9972163438796997,"{'neutral_prob': 0.9972163438796997, 'non_neutral_prob': 0.0027835816144943237}"
我只吃到一块牛肉……,负面,中性,0.996816098690033,"{'neutral_prob': 0.996816098690033, 'non_neutral_prob': 0.003183926921337843}"
虽说送餐的是新来的，但是2个小时才送来也是醉了……,负面,中性,0.99236661195755,"{'neutral_prob': 0.99236661195755, 'non_neutral_prob': 0.007633347529917955}"
不给番茄酱，怎么吃！特意说的居然给忘了！,负面,中性,0.8170922994613647,"{'neutral_prob': 0.8170922994613647, 'non_neutral_prob': 0.18290764093399048}"
满三十为啥没优惠了。,负面,中性,0.38665127754211426,"{'neutral_prob': 0.38665127754211426, 'non_neutral_prob': 0.613348662853241}"
土豆丝不错，鸡腿肉和饼都不够新鲜。,负面,中性,0.9969764947891235,"{'neutral_prob': 0.9969764947891235, 'non_neutral_prob': 0.0030235112644732}"
绝对不会再点第二次，包装的锡纸跟烤糊了一样，脏！送餐的逼跟大爷一样，我在阳台凉衣服，第一次没接到这逼电话，第二个电话我接到了，丫跟审孙子一样问我点没点餐，先不说东西好不好吃，就TM这服务态度，等着关门...,负面,中性,0.779651403427124,"{'neutral_prob': 0.779651403427124, 'non_neutral_prob': 0.22034859657287598}"
好好吃～～,正面,中性,0.6724170446395874,"{'neutral_prob': 0.6724170446395874, 'non_neutral_prob': 0.3275829255580902}"
菜品没问题的。也很划算。好像少给了一个豆浆。不过算了。送餐太慢。希望以后加快点。,负面,中性,0.9476695656776428,"{'neutral_prob': 0.9476695656776428, 'non_neutral_prob': 0.052330441772937775}"
好好吃!!!,正面,中性,0.6348375678062439,"{'neutral_prob': 0.6348375678062439, 'non_neutral_prob': 0.36516237258911133}"
点的鸡翅送过来的是鸡米花，水果沙拉也是醉了！以后不会再点这家了！,负面,中性,0.9639804363250732,"{'neutral_prob': 0.9639804363250732, 'non_neutral_prob': 0.03601954132318497}"
肉有点少哦~~,正面,中性,0.9981173276901245,"{'neutral_prob': 0.9981173276901245, 'non_neutral_prob': 0.001882702112197876}"
下雨天送的有点晚了，饿了吃饭很香,负面,中性,0.7370225787162781,"{'neutral_prob': 0.7370225787162781, 'non_neutral_prob': 0.2629774510860443}"
"豆腐太难吃,菜也放醋,太酸了",负面,中性,0.8975117802619934,"{'neutral_prob': 0.8975117802619934, 'non_neutral_prob': 0.10248827934265137}"
蔬菜沙拉没送,负面,中性,0.9982178807258606,"{'neutral_prob': 0.9982178807258606, 'non_neutral_prob': 0.001782087842002511}"
下次一定不定了，什么都没有，换的黑森蛋糕根本就不是，以为大家没吃过是吧。,负面,中性,0.8535484671592712,"{'neutral_prob': 0.8535484671592712, 'non_neutral_prob': 0.14645154774188995}"
"用餐一般，价格比一般稍贵，签单付账时千万注意，因为它没有明细，只会写""零点餐""然后一个总金额""如""零点餐－－1032.00"").如果是集团划账请千万注意多收费现象,而且周期很长,可能会花一个月时间在对...",负面,中性,0.9995263814926147,"{'neutral_prob': 0.9995263814926147, 'non_neutral_prob': 0.00047368230298161507}"
鸡丝凉面太油了，豆腐脑超级好！一小时二十分钟送来,正面,中性,0.9890387058258057,"{'neutral_prob': 0.9890387058258057, 'non_neutral_prob': 0.010961303487420082}"
一直在梅州东坡下单，好吃呦！^_^,正面,中性,0.8463330864906311,"{'neutral_prob': 0.8463330864906311, 'non_neutral_prob': 0.1536669284105301}"
"希望下次送餐能准时一些,谢谢",负面,中性,0.7475167512893677,"{'neutral_prob': 0.7475167512893677, 'non_neutral_prob': 0.2524832487106323}"
感觉不怎么样！配送不守时，不过辛苦送货员了,负面,中性,0.6064847111701965,"{'neutral_prob': 0.6064847111701965, 'non_neutral_prob': 0.3935152292251587}"
味道还可以，就是稍微淡点，要在咸点就好了。,正面,中性,0.9995607733726501,"{'neutral_prob': 0.9995607733726501, 'non_neutral_prob': 0.0004391914408188313}"
炒合菜就是炒豆皮韭菜加豆芽，没粉丝什么事儿啊,负面,中性,0.9953805208206177,"{'neutral_prob': 0.9953805208206177, 'non_neutral_prob': 0.004619551356881857}"
该酒店环境很差，简直就是一个小旅馆，甚至连一般小旅馆都不如。该酒店自1996年开业至今未有旅游局颁发的四星级证书，却按此标准收取房费，每间480元，简直就是欺诈消费者。希望以后网内预定房要具有国家旅游...,负面,中性,0.6629579067230225,"{'neutral_prob': 0.6629579067230225, 'non_neutral_prob': 0.33704209327697754}"
蛋挞口味都是错的。奶酪披萨也很难吃.....根本就没有奶酪....还晚送了40分钟.....,负面,中性,0.9854145050048828,"{'neutral_prob': 0.9854145050048828, 'non_neutral_prob': 0.014585553668439388}"
粥漏了又给送了个，很不错,正面,中性,0.7234669923782349,"{'neutral_prob': 0.7234669923782349, 'non_neutral_prob': 0.27653297781944275}"
菜品不错！送餐大叔好凶啊！,负面,中性,0.9019664525985718,"{'neutral_prob': 0.9019664525985718, 'non_neutral_prob': 0.0980336144566536}"
送来时有些凉了，感觉缺少了一些香味。餐盒路上坏了，吃时面里的汤没有了。,正面,中性,0.9883629679679871,"{'neutral_prob': 0.9883629679679871, 'non_neutral_prob': 0.011637062765657902}"
辣死了，吃完整个人都不好了。。。,负面,中性,0.9349193572998047,"{'neutral_prob': 0.9349193572998047, 'non_neutral_prob': 0.06508064270019531}"
一切还行，就是对通过网络预订的房间为什么就不能灵活一点，半天房都是合情合理的啊，尤其是换住连锁酒店更应该提供方便。,正面,中性,0.9918787479400635,"{'neutral_prob': 0.9918787479400635, 'non_neutral_prob': 0.008121266029775143}"
还可以吧。没有土豆丝的好吃。个人感觉。哈哈,正面,中性,0.9994040727615356,"{'neutral_prob': 0.9994040727615356, 'non_neutral_prob': 0.0005958782276138663}"
味道一般，米饭跟菜混在一起，不知道是不是把剩的掺进去了,负面,中性,0.9997082352638245,"{'neutral_prob': 0.9997082352638245, 'non_neutral_prob': 0.0002917013771366328}"
"超级好,喜欢,送的还很快,喜欢上百度外卖了,啊啊,不要胖啊",正面,中性,0.7157610058784485,"{'neutral_prob': 0.7157610058784485, 'non_neutral_prob': 0.2842390239238739}"
眉州东坡的宮爆鸡丁很好吃，送餐也很快,正面,中性,0.4537256360054016,"{'neutral_prob': 0.4537256360054016, 'non_neutral_prob': 0.5462743639945984}"
十点十五下的单，下午一点才收到，中途催单两次无果，打商家电话竟然故意不接听！！再次拨打过去就占线！！卷饼也越做越差！。。。,负面,中性,0.4767565429210663,"{'neutral_prob': 0.4767565429210663, 'non_neutral_prob': 0.5232434868812561}"
我是五一到二王庙宾馆的，有个新发现：就是都江堰景区与二王庙景点相通的。如果你从二王庙宾馆出来向前走约50米，就可以看到都江堰的一个入门口，买门票就可以进入景区，沿着景区往下游玩的话，可以一直到都江堰的...,正面,中性,0.6646224856376648,"{'neutral_prob': 0.6646224856376648, 'non_neutral_prob': 0.3353774845600128}"
路边摊买的我吃不完，皇太极买的吃完一个还觉得不饱！第一次也是最后一次……,正面,中性,0.7558481693267822,"{'neutral_prob': 0.7558481693267822, 'non_neutral_prob': 0.2441517859697342}"
"点了两个石锅饭,味道一般,有点酸",负面,中性,0.9996635913848877,"{'neutral_prob': 0.9996635913848877, 'non_neutral_prob': 0.00033641373738646507}"
饼感觉是豆子做的，有股豆香味。很贴心有手套，就是肘子的肥肉块稍微有点大，瘦肉和肥肉分开了吃起来稍微有点腻。建议下次把肘子切成片吧,正面,中性,0.9981656670570374,"{'neutral_prob': 0.9981656670570374, 'non_neutral_prob': 0.0018343350384384394}"
一般的4星左右水、的来呼呼。格太。,正面,中性,0.999624490737915,"{'neutral_prob': 0.999624490737915, 'non_neutral_prob': 0.0003754605713766068}"
几乎没有肉,负面,中性,0.9877830147743225,"{'neutral_prob': 0.9877830147743225, 'non_neutral_prob': 0.01221700944006443}"
"好难吃啊,都没吃过这样子的京酱肉丝,还送得超慢,差评",负面,中性,0.9553689956665039,"{'neutral_prob': 0.9553689956665039, 'non_neutral_prob': 0.04463101923465729}"
菜量少得可怜,负面,中性,0.9596081972122192,"{'neutral_prob': 0.9596081972122192, 'non_neutral_prob': 0.04039176553487778}"
要了两瓶只送了一瓶，回来才发现，客服打不通,负面,中性,0.8995888829231262,"{'neutral_prob': 0.8995888829231262, 'non_neutral_prob': 0.10041113197803497}"
菜还真心不错，米饭真心抠啊，老板逃荒过啊,负面,中性,0.9247391223907471,"{'neutral_prob': 0.9247391223907471, 'non_neutral_prob': 0.07526084035634995}"
订了个京酱肉丝，送来个鱼香肉丝,正面,中性,0.9965785145759583,"{'neutral_prob': 0.9965785145759583, 'non_neutral_prob': 0.003421525238081813}"
真的很差，送餐时间足足晚了1个小时，还不让取消订单，霸王条款呀。,负面,中性,0.6322521567344666,"{'neutral_prob': 0.6322521567344666, 'non_neutral_prob': 0.36774784326553345}"
太差了！以前吃过不是这样的！越来越差了！怎么搭配的啊！这么油腻！都是肥肉！里面一点配菜都没有！肥肉特别腻！差点吃吐！哎！想想以前还是不错的，现在怎么就这么差了呢，惋惜,负面,中性,0.6467029452323914,"{'neutral_prob': 0.6467029452323914, 'non_neutral_prob': 0.35329699516296387}"
酒店的园林很漂亮，中式园林很大，只是没人保养，都是蛛网，唉，5星酒店啊，怎么管理的。酒店有很大的室内游泳池，还有儿童池，训练池，排场不错，想必维持费用也很高。酒店大堂里有很多石雕，很漂亮。标房房间够大...,中性,正面,0.9671010971069336,"{'positive_prob': 0.9671010971069336, 'negative_prob': 0.03289889916777611}"
送的超级快！,正面,中性,0.4944774806499481,"{'neutral_prob': 0.4944774806499481, 'non_neutral_prob': 0.5055225491523743}"
配送满分，问题出在牛肉石锅里牛肉比咸菜还咸，太饿了为了吃这肉居然吃了2份白饭，搞这么咸是操作失误还是掩盖什么？下次不会点了,负面,中性,0.995430588722229,"{'neutral_prob': 0.995430588722229, 'non_neutral_prob': 0.004569424781948328}"
配送太太太慢了,负面,中性,0.9435276389122009,"{'neutral_prob': 0.9435276389122009, 'non_neutral_prob': 0.05647237226366997}"
货真价值的肘子卷饼，味道很赞，就是饭点送餐慢了点，可接受,正面,中性,0.9929642677307129,"{'neutral_prob': 0.9929642677307129, 'non_neutral_prob': 0.00703576672822237}"
非常不好吃，韭菜的不熟，西葫芦的也怪坏的，而且基本看不到鸡蛋,负面,中性,0.8370422124862671,"{'neutral_prob': 0.8370422124862671, 'non_neutral_prob': 0.16295772790908813}"
配送已经不是第一次这么慢,负面,中性,0.9753088355064392,"{'neutral_prob': 0.9753088355064392, 'non_neutral_prob': 0.02469114400446415}"
"感觉还可以吧,味道一般",负面,中性,0.9996883869171143,"{'neutral_prob': 0.9996883869171143, 'non_neutral_prob': 0.0003116100560873747}"
面油有点大，汤洒了，送餐态度不咋滴,负面,中性,0.9957612156867981,"{'neutral_prob': 0.9957612156867981, 'non_neutral_prob': 0.00423877639696002}"
经常取消订单无法配送,负面,中性,0.5355368852615356,"{'neutral_prob': 0.5355368852615356, 'non_neutral_prob': 0.46446314454078674}"
"酒店所处位置还可以,东营也就那么大,周围商店比较少,服务不错",正面,中性,0.7551021575927734,"{'neutral_prob': 0.7551021575927734, 'non_neutral_prob': 0.24489779770374298}"
好，肉多！但价位稍高,正面,中性,0.9897447228431702,"{'neutral_prob': 0.9897447228431702, 'non_neutral_prob': 0.010255268774926662}"
鸡就跟半份似的，四块肉，四五块香菇，三四个像鱼丸大的小土豆，这菜太坑爹了,负面,中性,0.9850329756736755,"{'neutral_prob': 0.9850329756736755, 'non_neutral_prob': 0.014967016875743866}"
送餐速度太慢，将近等了1个半小时，非常不满意,负面,中性,0.6908992528915405,"{'neutral_prob': 0.6908992528915405, 'non_neutral_prob': 0.3091007471084595}"
"这个非常的不行啊,，，，我说的12点15送到,结果11送到的,公司的人都在工作,影响非常的不好啊",负面,中性,0.6378008723258972,"{'neutral_prob': 0.6378008723258972, 'non_neutral_prob': 0.36219915747642517}"
入住感想如下、供参考。1、离机场很近、无车接送、走路约八分钟。夜晚、雨天走路艰难。2、谈不上服务、一切自助。3、房间内的浴巾很旧、无清洁感觉。4、室内游泳池可能从未开放过、大呼上当。5、一楼餐厅的料理...,负面,中性,0.8570593595504761,"{'neutral_prob': 0.8570593595504761, 'non_neutral_prob': 0.14294062554836273}"
整整两个小时才收到饭～啥都不说了,负面,中性,0.9055390954017639,"{'neutral_prob': 0.9055390954017639, 'non_neutral_prob': 0.0944608673453331}"
送餐实在是太慢了，两个小时!东西不差，就是送餐太慢,负面,中性,0.9747373461723328,"{'neutral_prob': 0.9747373461723328, 'non_neutral_prob': 0.02526271529495716}"
老牌的宾馆，虽然挂4星，但不如赵王宾馆，价格竞争力不大。另外：房费不含早餐，非常难以理解！,正面,负面,0.6243888139724731,"{'positive_prob': 0.37561118602752686, 'negative_prob': 0.6243888139724731}"
非常棒。就是有点少，不够吃。,正面,中性,0.5867961645126343,"{'neutral_prob': 0.5867961645126343, 'non_neutral_prob': 0.4132038354873657}"
"饭已经凉了,而且晚送了半个小时",负面,中性,0.9924094676971436,"{'neutral_prob': 0.9924094676971436, 'non_neutral_prob': 0.0075905234552919865}"
海带和芹菜那个配菜，太难吃了，丽华88了，不吃了。坑爹。,负面,中性,0.9971913695335388,"{'neutral_prob': 0.9971913695335388, 'non_neutral_prob': 0.0028087052050977945}"
送餐超快！谢谢！给100个赞。,正面,中性,0.8419048190116882,"{'neutral_prob': 0.8419048190116882, 'non_neutral_prob': 0.15809525549411774}"
一个多小时做不好三煎饼，做什么外卖，这不是坑人嘛,负面,中性,0.8810902237892151,"{'neutral_prob': 0.8810902237892151, 'non_neutral_prob': 0.11890975385904312}"
"鸡翅很好吃,速度一般,但是送过来还是热的,好评一发",正面,中性,0.998403012752533,"{'neutral_prob': 0.998403012752533, 'non_neutral_prob': 0.0015969914384186268}"
太慢了，口味对我来说是一般。,负面,中性,0.9997301697731018,"{'neutral_prob': 0.9997301697731018, 'non_neutral_prob': 0.00026977757806889713}"
订的是12点15，结果11点45就送来了，芝士焗面里肉酱好少，味道淡淡的，适合我这种口轻的人,负面,中性,0.9971768856048584,"{'neutral_prob': 0.9971768856048584, 'non_neutral_prob': 0.002823137678205967}"
送货速度太慢，1个多小时。味道还不错。,负面,中性,0.9701119065284729,"{'neutral_prob': 0.9701119065284729, 'non_neutral_prob': 0.029888132587075233}"
订单量大送的慢可以理解，可是怎么可以忘了给我放荤菜，而且留言里说了不要鱼豆腐和豆芽，还是放了一大把，太倒胃口了,负面,中性,0.9912711381912231,"{'neutral_prob': 0.9912711381912231, 'non_neutral_prob': 0.008728878572583199}"
"还可以,就是花椒放好多啊,味道对我来说淡了点",负面,中性,0.9995808005332947,"{'neutral_prob': 0.9995808005332947, 'non_neutral_prob': 0.00041920726653188467}"
味道一般（纯素蔬菜卷）,负面,中性,0.9995957016944885,"{'neutral_prob': 0.9995957016944885, 'non_neutral_prob': 0.00040434158290736377}"
房间服务还可以，只是离展馆有点远。在广交会期间，价格高也可以理解,正面,中性,0.988796591758728,"{'neutral_prob': 0.988796591758728, 'non_neutral_prob': 0.011203388683497906}"
米线里没有放牛肉,负面,中性,0.9884290099143982,"{'neutral_prob': 0.9884290099143982, 'non_neutral_prob': 0.011571045964956284}"
难吃，秘制炸鸡，送来都软的不行了，不仅贵，口味还垃圾！！！,负面,中性,0.5170264840126038,"{'neutral_prob': 0.5170264840126038, 'non_neutral_prob': 0.48297354578971863}"
挺好吃的，粥也很稠,正面,中性,0.7348113059997559,"{'neutral_prob': 0.7348113059997559, 'non_neutral_prob': 0.26518866419792175}"
唔，为什么要滴皇家煎饼，却给滴薄脆煎饼哇。。。不应该是夹油条嘛，伤心,正面,中性,0.8386577367782593,"{'neutral_prob': 0.8386577367782593, 'non_neutral_prob': 0.16134223341941833}"
酒店环境不好，气氛也不好，我和老婆刚刚住进去就有小姐打电话来问要不要特殊服务，真是恐怖，老婆说啥也不住在那边了，最后，我勉强说服老婆住了一晚上，但是到了后来，更是恐怖，居然没有开水供应，然后，还要自己...,负面,中性,0.9119824767112732,"{'neutral_prob': 0.9119824767112732, 'non_neutral_prob': 0.0880175530910492}"
这次送餐慢了好多，建议加强,负面,中性,0.9923943281173706,"{'neutral_prob': 0.9923943281173706, 'non_neutral_prob': 0.00760570028796792}"
点过三次，三次菜都不重样，但都是一样的不好吃。打死卖盐的。,负面,中性,0.9918013215065002,"{'neutral_prob': 0.9918013215065002, 'non_neutral_prob': 0.008198678493499756}"
"硬件和软件都一般.打出请勿打扰的提示,还有服务员早晨来敲门.枕头和床都不舒服.下次不会再订",负面,中性,0.9515304565429688,"{'neutral_prob': 0.9515304565429688, 'non_neutral_prob': 0.04846949502825737}"
商品一般吧,负面,中性,0.9996957778930664,"{'neutral_prob': 0.9996957778930664, 'non_neutral_prob': 0.0003042301977984607}"
"6点半下的订单，8点才确认。。。。老子都饿饱了,才送来。差评！！！",负面,中性,0.8912895917892456,"{'neutral_prob': 0.8912895917892456, 'non_neutral_prob': 0.10871046781539917}"
"麻辣鸡丝凉拌面没有鸡丝,除了白面条和调味料没有任何别的了,调味也不好吃,太油了,不知道这次咋回事,及第肉松煎饼是辣的,还是传统和鸡柳的好吃",负面,中性,0.9950162768363953,"{'neutral_prob': 0.9950162768363953, 'non_neutral_prob': 0.004983759485185146}"
这次的菜不一样，都是我不能吃的,负面,中性,0.9785183668136597,"{'neutral_prob': 0.9785183668136597, 'non_neutral_prob': 0.02148163877427578}"
味道好，香，量也不少,正面,中性,0.7590241432189941,"{'neutral_prob': 0.7590241432189941, 'non_neutral_prob': 0.24097585678100586}"
酒店位置很不错，就在解百后面，也好找，大堂环境布置和服务台态度都很不错，符合酒店星级标准，唯一不太满意的就是房间内部的装饰最多只有三星的水平，不是很令人满意补充点评2008年5月20日：另说明此次入住...,中性,正面,0.9828227162361145,"{'positive_prob': 0.9828227162361145, 'negative_prob': 0.017177296802401543}"
太次了，一个半小时了才送到，面都驼一起了，没法吃扔了，以后再也不定了,负面,中性,0.9810468554496765,"{'neutral_prob': 0.9810468554496765, 'non_neutral_prob': 0.01895313709974289}"
是我吃过的最难吃的宫保鸡丁,负面,中性,0.7560052275657654,"{'neutral_prob': 0.7560052275657654, 'non_neutral_prob': 0.24399475753307343}"
永远都差在效率上，11点订餐，要求12:15送到，结果13:00才到！,负面,中性,0.8847090601921082,"{'neutral_prob': 0.8847090601921082, 'non_neutral_prob': 0.11529093235731125}"
为什么不给勺子，难道汤都用筷子吗？,负面,中性,0.7641661763191223,"{'neutral_prob': 0.7641661763191223, 'non_neutral_prob': 0.2358337938785553}"
"我住的是豪华大床间,368元1、冬季房间很冷，空调连续开了2天才暖和过来。2、该宾馆显然不是按4星级宾馆建造的。3、沙发很脏，毛巾感觉很陈旧，浴袍的领子一圈脏。4、服务不错，我用电脑，服务员主动提供一...",正面,负面,0.7912954092025757,"{'positive_prob': 0.2087046205997467, 'negative_prob': 0.7912954092025757}"
"米饭有点干,但是味道不错",负面,中性,0.9954966306686401,"{'neutral_prob': 0.9954966306686401, 'non_neutral_prob': 0.00450338376685977}"
送餐非常慢，一个多小时，距离只是马路对面而已！而且有两分套餐还是冷的！,负面,中性,0.9384084939956665,"{'neutral_prob': 0.9384084939956665, 'non_neutral_prob': 0.06159152090549469}"
就是量太少了，给同事点的貌似都不满意，请客没讨好哦,负面,中性,0.7024235129356384,"{'neutral_prob': 0.7024235129356384, 'non_neutral_prob': 0.2975764572620392}"
十点半定的立即送餐，两点多才给送来！真是够了！打电话还不接，好不容易通了一次，再打就关机！定了这么多次百度外卖，就没碰到过这样的商家，真是长见识了！！！,负面,中性,0.7754257321357727,"{'neutral_prob': 0.7754257321357727, 'non_neutral_prob': 0.22457434237003326}"
没有餐具，让我用手抓嘛！,负面,中性,0.5504558682441711,"{'neutral_prob': 0.5504558682441711, 'non_neutral_prob': 0.44954413175582886}"
送了三个多小时才送到，拆开之后披萨完全塌掉啦,负面,中性,0.9805468916893005,"{'neutral_prob': 0.9805468916893005, 'non_neutral_prob': 0.01945311948657036}"
