review,label,neutral_score,source
"鱼香肉丝卷味道不错,南瓜粥还行",2,0.8,waimai
味道还行，但是送得好慢,2,1.2,waimai
味道还行，量不大够。,2,0.8,waimai
味道还可以，量也挺足的。不过现在是用代金券和支付优惠，如果单论单品价格就比较高了,2,0.9,waimai
额，还行吧，下雨天送餐员不容易,2,1.3,waimai
还可以，就是等得太久太久了，两个小时,2,0.9,waimai
还行，挺好吃！,2,0.8,waimai
这个味道一般，不喜欢,2,0.8,waimai
包装很高大上～味道一般,2,0.8,waimai
味道还可以，就是送错了，京酱肉丝变成了香菇鸡肉,2,0.9,waimai
味道还行，用百度外卖比到店里划算多了,2,0.8,waimai
菜味道一般，南瓜粥好喝,2,0.8,waimai
很早以前就听说过宇宙卷饼，但是一直没时间吃到。不得不说宇宙卷饼包装让人眼前一亮，顿时觉得逼格提高了一个档次。土豆肉丝卷饼的吃起来比一般的摊卖的好吃一些，用了满减优惠之后很划算，总的来说挺不错的。,2,1.2,waimai
南瓜粥一般般，卷饼不错,2,0.8,waimai
菜挺多饭挺多就是牛肉丝质量一般,2,0.8,waimai
味道很不错。一般饭量一个中份卷饼就够吃了。,2,0.8,waimai
"还行吧,，味道个人不是很喜欢，一般般吧",2,1.3,waimai
量大卷，很粗壮虽然送了手套一只很贴心，但吃上还不是很方便留汤儿啊！口感一般没有特别记忆的味道，送餐快态度好外包装牛皮纸袋好！,2,1.2,waimai
卷饼味道很一般，饼皮有些硬，甜面酱太多了,2,0.8,waimai
味道还可以，就是稍微淡点，要在咸点就好了。,2,0.9,waimai
这次点了一个中份和一个大份，大份是第一次点的中份大小，应该是第一次点的中份送成大份了。中份量不大，大份还行。,2,0.8,waimai
"粥一般,饼不错",2,0.8,waimai
一般吧，没有期待中的感觉,2,0.8,waimai
卷饼一般，粥和小菜不错，包装很精致,2,0.8,waimai
"味道还行，送餐神速，就是有点贵,如果不减钱是不会吃的",2,1.2,waimai
"送的有点早,但是真的很不错,招牌的果然不一般~\(≧▽≦)/~",2,1.2,waimai
味道还行，送过来还是温温的，正好,2,0.8,waimai
上次说错了，培根味道一般、美式密肉的好吃，真的鲜榨果汁！,2,0.8,waimai
送餐不是一般的快，简直神速,2,0.8,waimai
每次点餐就是图快～店家每次都很快～味道还可以，但豆豉鲮鱼油麦菜居然是辣的，吃的有点辛苦！,2,0.9,waimai
羊肉的好吃，牛肉的一般，如果肉里有点酱油就好了,2,0.8,waimai
还行吧，素炒饼咸了，什锦炒饭淡了，醋溜木须油大了,2,1.3,waimai
菜品一般。快递不错！,2,0.8,waimai
饭菜一般，快递不错，赞一个,2,0.8,waimai
米饭一般，4块有点贵，小炒肉不错,2,0.8,waimai
菜还行就是油有点大。送餐小哥不错萌萌哒.,2,1.2,waimai
"一般一般,面不是手工削的。不筋道",2,0.8,waimai
"就是洒了,其他还行。。。。。。",2,1.2,waimai
味道还可以，就是太少，没有什么特色，不会再买了,2,0.9,waimai
还行吧，偶尔吃一下还可以,2,1.3,waimai
"还可以,但是饼还是烙出来的好,这种摊出来的,面饼,黏黏糊糊,不如那个好吃",2,0.9,waimai
还行，豆腐脑味道不行,2,0.8,waimai
感觉有点辣，味道一般,2,0.8,waimai
煎饼味道一般，没觉得有多好，也许是期望值高了。,2,0.8,waimai
味道一般，速度还挺快的,2,0.8,waimai
小炒肉太辣，其它还行,2,0.8,waimai
"划算,优惠过的价格才对得起煎饼果子,味道也还行",2,0.8,waimai
习惯好评，味道对我来说，很一般，豆腐脑太淡了，煎饼明明要的是薄脆的，结果送来的还是油条的，哎,2,0.8,waimai
给同事订的，还行吧,2,1.3,waimai
味道还行~豆腐脑的卤淀粉可能多了,2,0.8,waimai
外卖的饼有点软了，不过送餐还是比较准时的，一般都在30到50分钟之间就能送到，今天的豆浆没有糊味，赞一个！,2,1.2,waimai
一般，煎饼更适合现做现吃吧,2,0.8,waimai
还可以吧。不过最好可以有个标签标明是哪种煎饼，不然不容易分别出来！,2,0.9,waimai
藕盒不错，就是有点凉了；卷饼一般,2,1.2,waimai
煎饼还行，红油抄手好多油啊…,2,0.8,waimai
"之前不知道为什么取消我订单两次,这次打电话说80分钟能送到,问我能接受么,想吃煎饼就同意了,最后60分钟送到的,味道还行,送来的时候,薄脆还比较脆,就是煎饼里放了辣酱,稍微有点儿辣",2,1.2,waimai
包子一般，肉汁少点，粥不错,2,0.8,waimai
木有办法，喜欢吃的手撕包菜还是在店里好吃一些，放餐盒吾的一般。,2,0.8,waimai
"配送的又准时又快速。,肘子味道好就是量太少，鸡丁一般。",2,1.2,waimai
今天土豆丝一般，没有之前的好吃，估计换厨师了,2,0.8,waimai
"味道很浓郁，速度还行,就是有点油",2,1.2,waimai
菜还行，送餐的路不熟，一个小时才到,2,0.8,waimai
就是量特别少，味道一般吧。,2,0.8,waimai
咸水鸭太少味道一般！,2,0.8,waimai
还行吧，就是木瓜炖银耳太少了，还没有汤,2,1.7,waimai
味道还可以，速度一般。,2,1.3,waimai
火烧夹肉好咸啊！没法吃。其他还行,2,0.8,waimai
分量还可以……就是有点没特色……下回不吃啦,2,0.9,waimai
量很大，但是味道真的一般。等了一个多小时才送到，达到了超时赔付的时间，感觉百度超时赔付就是个摆设,2,1.2,waimai
菜品很一般哦，只能凑合,2,0.8,waimai
味道非常一般，，，，,2,0.8,waimai
配送竟然没经过我同意让别人代收了，我不知道，导致我收到饭比预定时间晚了一个多小时。饭的味道还可以，只是凉了,2,0.9,waimai
送的倒是真速度～可是勺也没给餐巾纸也没有-_-#…以后不点这家了…面不好吃～一股子很不新鲜的味道…鸡腿也是闻起来不新鲜…酒糟小汤圆好马马虎虎…,2,0.8,waimai
木耳有一股奇怪的味道。肉也有腥味，一般吧,2,0.8,waimai
"到达时间晚,因为下雨可以理解,就是收到凉了,自己加热后,食用味道一般,不是很喜欢",2,1.2,waimai
速度很快，还行,2,0.8,waimai
不是一般的慢,2,0.8,waimai
"一般吧,不够吃,价格不便宜",2,0.8,waimai
"不送上来，让下去去，还没赶下去，就来电话了，说给放到大厦大厅口了，真是太奇葩了，遇到过让在楼梯口等的，遇到过让在一楼等的，还没遇到过这种的，服务太差！！,卷饼味道一般，很肥腻，价格很高，简单的一个饼卷肉，一个最便宜的20，和肉夹馍差不多，总之，再也不会定了",2,0.8,waimai
饼一般，肉还行，辣白菜也一般,2,0.8,waimai
送餐太慢。不是一般的慢。11:04下的单，最后13:20才给送到！客户端催单三次没反应，打电话给商家打了两次，光送餐员（177xxxx0056）打电话就打了三次，最开始地点还给送错了！我又告诉他了地点在哪最后才给送到。这时候给送来了都开始上班了，没时间吃饭。强烈不满！！！看在送餐员岁数不大，一直在说对不起的份上，我还是把中间几位数字隐藏了。,2,0.8,waimai
一般，除了包装好看真的没什么了,2,0.8,waimai
"口感一般,卷饼有些硬",2,0.8,waimai
这破天气我也理解，但是这速度真的都凉了。。。味道一般,2,0.8,waimai
送餐速度慢，口味一般！,2,0.8,waimai
很一般，卷饼是死面的，较厚，吃不惯,2,0.8,waimai
买了7次，我自己下楼取了7次，而且配送员态度一般...不是来不及了就是电梯下不去！请问电梯下不去我怎么下去？,2,0.8,waimai
没想象的好，粥里没硬货，饼味道还行，量一般,2,0.8,waimai
卷饼还可以，这粥也太不值了！皮蛋两三粒，瘦肉一块没吃着，这能叫皮蛋瘦肉粥吗？就是普通的白米粥！！！！,2,0.9,waimai
根本不是肘子，就是五花肉，还很硬，很一般,2,0.8,waimai
从包装到味道总体还可以，就是小菜不怎么好吃，木耳还凑合，辣白菜根本不是那味儿！所以小菜再弄好点的话，还会多多支持！,2,1.7,waimai
土豆肉丝没有一丁点肉，怀疑送错了，皮蛋瘦肉粥很一般,2,0.8,waimai
卷的菜很少，感觉很一般,2,0.8,waimai
粥还行，拌饭的米粘糊糊的,2,0.8,waimai
送餐特别慢！！老板电话不给说！！除了送餐员还行以外，真的不知道说什么好，吃的还没吃，味道不知道，100多分钟才送到，就800米……还有评价单上的送达时间不对！！什么11点14？是12点14！！！！！,2,0.8,waimai
"说句实话,确实一般,如果不是因为优惠,20的最后4块钱买的,我真想退货",2,0.8,waimai
还可以吧。吃着也就那样。粥不错，挺好喝,2,1.3,waimai
送不到就不要接单好了，上午十点半下单下午一点半才送到，打电话店员态度不应该诚恳点？你还有理了？卷饼味道一般，凉的，像是剩菜。,2,0.8,waimai
包装不错，饼一般，肘子有点腥。,2,0.8,waimai
"饭真的很一般,米饭质量不行",2,0.8,waimai
包装精致，送餐快速，味道一般,2,0.8,waimai
送餐很快，味道一般,2,0.8,waimai
一个小时30分钟才送到，都凉了，味道很一般，再也不订了。,2,0.8,waimai
味道还可以，就是等的花儿也谢了，近2小时才送到…,2,0.9,waimai
包装挺好，土豆肉丝卷饼中的肉丝都是肥的，不好吃，土豆丝也一般,2,0.8,waimai
速度很快，味道一般,2,0.8,waimai
南瓜粥不错，素菜卷一般，跟土豆丝差别不大，就是加了豆芽，香菇，味道不突出。,2,1.2,waimai
两个多小时送到，味道一般,2,0.8,waimai
配送很慢，味道一般一般,2,0.8,waimai
送餐时间等太久了（80多分钟），还少送了一样，给退了钱，味道还行,2,0.8,waimai
味道还行，就是送餐太慢了……,2,1.2,waimai
馅儿还可以但饼不好吃，皮蛋瘦肉粥好吃,2,0.9,waimai
不好吃，很一般,2,0.8,waimai
味道一般般，饼大，肘子肉少。,2,0.8,waimai
早上9点订的，下午1点多才送到。中间催了两次。味道一般。就这样。百度，你们能把握一下入驻商家质量这关嘛,2,0.8,waimai
一般吧味道,2,0.8,waimai
不是怎么好吃，一般吧。,2,0.8,waimai
一般般，太腻,2,0.8,waimai
一般吧，饼不好吃,2,0.8,waimai
"太慢了,等了一个半小时，中号卷饼很大，有点辣，肉给的很多，没有酱？味道一般，南瓜粥没有味道也不甜。",2,0.8,waimai
味道一般吧，我让十二点半送来的，结果十一点半就送来了，我也是醉了。,2,0.8,waimai
卷饼味道一般，肉太干，不会再买,2,0.8,waimai
今天真是见识了，如此好的天气，送餐竟然能用了一个半小时。菜品也一般，皮蛋粥太咸了，鸡肉卷里一堆鸡皮，太令人失望了。,2,0.8,waimai
一般！也不怎么样,2,0.8,waimai
飘香肘子凉了而且味道不太好…酱香还行,2,0.8,waimai
送餐很慢，饿死了，味道很一般,2,0.8,waimai
"花了一个半小时才送到,肘子卷挺一般的,皮蛋粥也不怎么样,第二天早上还拉肚子了,不会再买了",2,0.8,waimai
不是一般的慢啊，快仨小时才到，不过素的卷饼还是挺好吃的，送餐太慢，感觉以后不会来了快～,2,1.2,waimai
卷还不错，但粥就太一般了，皮蛋粥感觉就是早就煮好的稀粥里临时加了几块皮蛋。,2,1.2,waimai
老公说一般,2,0.8,waimai
"很一般,有点小失望,而且送过来是凉的",2,0.8,waimai
很油味道一般,2,0.8,waimai
太慢了，口味对我来说是一般。,2,0.8,waimai
肉很足，味道还行，就是送的实在太慢了，等了两个多小时，到的时候菜都凉了。,2,1.2,waimai
味道一般般,2,0.8,waimai
辣白菜太酸，卷饼辣椒直接卷进去，味道一般，南瓜粥比较适合口味，下次不再点了,2,0.8,waimai
味道还行，拌饭的菜量太少啦,2,0.8,waimai
"等了1个半小时左右才送到,五花肉味道一般,配菜是青辣椒",2,0.8,waimai
味道一般，送餐时间太长…………都要长毛了，下次应该不会想再订了,2,0.8,waimai
第一次体验，但是感觉真的是一般....,2,0.8,waimai
"太多肥肉了,口味一般",2,0.8,waimai
非一般的慢,2,0.8,waimai
卷饼味道真的很一般,2,0.8,waimai
皮蛋瘦肉粥和南瓜粥也太难喝了，尤其是皮蛋瘦肉粥，很腥气，卷饼的饼是烫面的，不是图片中的烙饼，里面的菜味道还可以，但总体有待提高，希望商户继续努力，尤其是粥，熬的真的让我没法凑合。。。,2,1.7,waimai
两个小时才送来，卷饼味道还行，粥还不如早点摊的，没有皮蛋没有瘦肉，粥也没味道。冲着卷饼给两星吧。,2,0.8,waimai
送的太晚了，11点订的餐，一点半才送到，而且没到也一般,2,0.8,waimai
味道一般吧，菜给的少，送的时间太长了，包装到是不错,2,0.8,waimai
还算不错吧，一般般,2,0.8,waimai
味道真心一般感觉不是特好吃送餐的到还挺准时,2,0.8,waimai
还行…味道不咋地,2,0.8,waimai
一般般。。。,2,0.8,waimai
卷饼有点辣…倒是挺刺激的，蛮好吃～南瓜粥比较一般。送餐实在是慢！上一次就是因为慢取消了，这次还是超慢，而且也没有取餐送餐的状态，让人心里没底，希望改进吧！,2,1.2,waimai
味道还可以，就是量少…,2,0.9,waimai
早上十点多定的，下午一点多才给送到，太慢了，饼还一般,2,0.8,waimai
味道一般（纯素蔬菜卷）,2,0.8,waimai
一般般，速度太慢，太辣,2,0.8,waimai
一般，送饭特慢,2,0.8,waimai
时间太长，休息日居然90分钟，味道一般,2,0.8,waimai
"还凑合，第一次吃，从下单到吃到饼花了2小时。太慢。,饼有些凉了，而且酱料有点少。馅料也有点少。",2,0.8,waimai
"味道好一般,饼厚又硬。。",2,0.8,waimai
我和朋友两个人晚上吃完，第二天都拉肚子了，而且我们两个那天晚上只吃了这个卷饼，真是怕了。送餐倒是挺快的，味道也还可以，但是拉肚子实在是受不了啊。。。,2,0.9,waimai
还好，一般,2,0.8,waimai
品味太一般了！卷饼硬，里面夹的菜品量太小！肘子太肥,2,0.8,waimai
送餐60分钟，卷饼味道一般,2,0.8,waimai
卷饼味道很一般很一般，不好吃，但是便宜,2,1.2,waimai
"送太慢！粥没一点味道,并也很干,只能说一般！",2,0.8,waimai
特别慢！！！送餐态度还很差！等了一个多小时，说了一句你们也太慢了吧！人家说那没办法餐厅太忙！卧槽餐厅忙怪我喽，一直说快到了快到了！到不了就到不了我也不用一直在楼下坐着啊！千万别定这家！！！味道还一般！就是便宜,2,1.2,waimai
"口味还可以,就是送的有点慢...",2,0.9,waimai
实在很一般，干死了，不好吃,2,0.8,waimai
味道一般也就那样,2,0.8,waimai
一般。菜量很少,2,0.8,waimai
感觉味道一般,2,0.8,waimai
"味道一般,送餐也太慢了……",2,0.8,waimai
"送餐速度还不错,但真的不好吃,肘子卷里超过一半都是肥肉,就算没有肥肉,味道也一般",2,1.2,waimai
东西味道还可以但是送餐送了俩小时非高峰时段这速度真无语,2,0.9,waimai
"10点半下的单,12点18送到。速度太快了...味道还可以,但因为送来的晚凉掉了...",2,0.9,waimai
只能说一般，不怎么好吃，米饭明显感觉不是当天做的，用水泡太久了，,2,0.8,waimai
口感真心一般，下次不买了,2,0.8,waimai
操，送来全洒了不说，大夏天送来全是凉的，一个半小时送到，你们是特么做蜗牛来的吗？破外卖，必须你妈负分。菜品也特么很一般。,2,0.8,waimai
"外送非常非常非常慢,110分钟,我就日了狗了,味道也一般,量也很小吃不饱一个卷饼,以后不会再订了！！！！！！！！！！！！",2,0.8,waimai
味道一般！而且等了一个多小时。,2,0.8,waimai
包装不错，口味一般。,2,0.8,waimai
还行吧定的11点15送到结果12点30送来的,2,1.3,waimai
"十一点五十才送到,完了好久啊,味道一般,而且现在的并好小啊,大分的和以前中分的一个量",2,0.8,waimai
味道还可以，就是这送餐时间2个多小时才到，也是醉了！,2,0.9,waimai
味道还行，就是速度太慢太慢了，不到11点订的，快1点才到。,2,1.2,waimai
口味很一般，我说不要辣店家竟然把青椒给抽掉了，然后整个一个土豆丝饼，而且还咸。。。粥太稠了，都没有什么味道，有待改进,2,0.8,waimai
在这家订过三次，一次凑合，第二次没给送饮料后来补的，第三次我上午十点多订的下午两点多给我送到的，之间催单无答复，打电话催无人接，最后退单说五六分钟就到这单免，半天也没给我取消订单，到了连句抱歉都没有，百度外卖也没有直接退单还得联系商家，我要确认了觉得自己的权益都没法保护！以后不会再订这家了！我会想办法取消订单的,2,0.8,waimai
送餐速度真的很慢，还忘了送粥过来，又补送了一次，肘子卷很一般，如果能把设计包装纸袋子的精力放在提高产品质量和送餐速度上就好了,2,0.8,waimai
快递服务差，提前俩小时订餐，晚了二十分钟，味道一般,2,0.8,waimai
感觉没有一天好吃了，不过还行，凑合凑合一顿午饭呗,2,1.2,waimai
一般，速度很慢，慢，慢，无法想象的慢,2,0.8,waimai
"土豆丝肉丝里有辣椒,点餐的朋友们不吃辣的要小心!味道一般.",2,0.8,waimai
慢啊慢！！！十点10定的餐，十二点半不催还不来！服务态度不错就是慢！不饿的就可以慢慢等！蔬菜卷蔬菜太少，全是洋葱！！！包装还行…可有啥用呢？华而不实！,2,1.2,waimai
菜品很一般，理念好，产品没搞好！,2,0.8,waimai
送餐速度不是一般的慢，而且店家的电话永远打不通，也没法确认送达的具体时间。不会在订了,2,0.8,waimai
速度确实不是一般的慢，菜品我很喜欢～赞一个吧,2,0.8,waimai
菜少，口味一般,2,0.8,waimai
包装牛逼，味道一般，皮厚馅少,2,0.8,waimai
"马丹，敢不敢再他妈晚点儿？！！！！！,真是受够了，10:50左右定的，你丫快两点才送过来!,而且吃的真心感觉一般，一点也不好。马丹，真是气。",2,0.8,waimai
"首选是得吐槽一下这家的速度,一个半小时起,然后卷饼包装很不错,酱香鸡肉的比较赞,飘香肘子一般般,只是店家,我强调那么半天一点辣都不要,素卷里还是辣的,先吃了一口觉得你家酱汁太稀,味道淡,然后就直接吃到了红红的辣椒,我刚手术完几天不能吃辣啊,今天注定又是难熬的一天",2,1.2,waimai
太慢！！味道一般！！,2,0.8,waimai
等了一个多小时也就算了，粥撒了一半，袋子里面糊成一片！还让人怎么吃！！！！送餐的大爷态度还行,2,0.8,waimai
卷饼一般，就是送的太慢，都晚半个多小时了！,2,0.8,waimai
10点下的单，要求11:45送过来，结果12:45才送到，中间催单两次没反应，打400也打不通。快递小哥很朴实，12点多才拿到饭，然后风风火火爬步行梯到15层送过来，辛苦了，但餐厅做饭也太晚了吧！！！粥和肉卷味道都非常一般，等的快饿死了,2,1.2,waimai
两个半小时，不是一般慢啊,2,0.8,waimai
"等了俩小时,太tm慢了,卷饼倒还行",2,0.8,waimai
肘子卷味道一般，凉的,2,0.8,waimai
口味一般，感觉不是肘子肉,2,0.8,waimai
送餐太慢，等了一个多小时，口感一般，不值,2,0.8,waimai
还可以，就是量小点,2,0.9,waimai
粥一般，饼很大，卷的肉不太香，肉皮上还有毛。,2,0.8,waimai
粥尚可，饼一般,2,0.8,waimai
吃饱了，但口味一般，也许刚做出来好吃，建议老板尝尝送到手里的口味，看如何改良,2,0.8,waimai
口味一般，送餐慢,2,0.8,waimai
卷饼味道很一般，完全不是老北京的大饼卷肘子的味道，感觉就是卷了一盘炒菜，粥还行。,2,1.2,waimai
送的速度挺快的，态度也不错。菜的质量还可以吧，蔬菜不是特别多，但是用了券价钱很合适。,2,0.9,waimai
味道一般，土豆丝卷饼没有味道。,2,0.8,waimai
不说自己送的慢，闲我下去的慢，三电话，我能不着急去取餐吗？送餐人员太少了。卷饼一般般，谈不上多好吃。吃完愣是没吃饱，感觉像早餐。,2,0.8,waimai
可能是送餐员路不熟吧。居然2个小时才送到。然后我订的2个卷饼变成1个卷饼1碗粥。打电话给客服后，给予了解决。从新送了一份外加主动多送了2个饮料。土豆尖椒的卷饼一般，鸡肉的还行。,2,0.8,waimai
有点慢啊，，和图片不符合，吃起来一般,2,0.8,waimai
送餐慢，味道一般，一点都不值20块，牛肉的根本没出来肉啊,2,0.8,waimai
太慢，太小，吃不饱。味道还行,2,0.8,waimai
送错餐了当时，又给送了一份，味道一般,2,0.8,waimai
味道一般，图片显示好多菜，其实菜不多，大部分都是洋葱，有点失望。,2,0.8,waimai
一般，凉的，而且基本上全是饼，很厚，里面的馅没多少，性价比低,2,0.8,waimai
"太一般了,送到了都凉了,味道也太一般了",2,0.8,waimai
"饼粘糊糊的,里面的还行",2,0.8,waimai
口味还行，送货速度太慢了额，等了一个半小时,2,0.8,waimai
"味道还可以,不过送餐的时间好长",2,0.9,waimai
"一般,没我妈妈做的春饼好吃,面饼不好,太干,纯肉太荤",2,0.8,waimai
不是一般的慢，1.30才到。再也不会来了,2,0.8,waimai
真的非常一般的味道！量少价格贵，味道。。。勉强下咽。好的一点是，等了半个小时来的。,2,1.3,waimai
味道一般吧~而且吃出一根头发！！,2,0.8,waimai
"量少，男生需大份。味道一般.,送餐时间一个多小时,,太慢了",2,0.8,waimai
鱼香肉丝味道一般，南瓜粥太淡了,2,0.8,waimai
粥洒了很多，味道一般,2,0.8,waimai
送餐的小伙子，一直在跟我抱怨清华好大啊，好难找啊，都看到路牌了还跟我说找不到，我也是无语了……味道很一般，里面菜好少…,2,0.8,waimai
定了飘香肘子，冲着价格，口感也还行。肉有点柴了。,2,0.8,waimai
太油腻了，味道一般，包装不错,2,0.8,waimai
还行吧，料比较少，不过看起来包装还是很用心的,2,1.7,waimai
没有以前口感好了。肘子卷饼味道很一般了。逐步这样下去就没有竞争力了。,2,0.8,waimai
口味一般吧，感觉饼不是很新鲜。吃不太习惯。,2,0.8,waimai
"一般般吧,好多肥肉的赶脚",2,0.8,waimai
味道一般吧，但饼皮不像一些网友说的那么厚。有嚼劲,2,0.8,waimai
一般，PIZAZ料不足,2,0.8,waimai
卤打的还行，囊质量差了点儿，配送比计划晚了一个多小时，严重不满意。,2,0.8,waimai
那虾像死虾，虾肉像面一样！味道还可以！就是虾不好！,2,0.9,waimai
菜做的咸了，味道也一般,2,0.8,waimai
"煎饼都凉了,全压瘪了,豆腐脑也没有店里好吃,薏米水还可以,但是没拿管。。。",2,0.9,waimai
"一般般吧,没味道,说了多刷酱,还是那么抠",2,0.8,waimai
味道还行，配送太慢,2,0.8,waimai
早餐变午餐~味道真心一般~皮蛋粥巨大的姜味~送餐时间比预计的慢1倍~,2,0.8,waimai
提前说了不要香菜和辣，结果送来都有！餐品一般，包装不错，实话说还没路边煎饼好吃，不太好，属于不会再定下一次类,2,0.8,waimai
"送餐时间长了些，一个多小时啊！薄脆已经软了,，豆腐脑还可以，就是偏淡了，不过在家吃放点生抽刚刚好！",2,0.9,waimai
没有最慢，只有更慢。。。可乐也洒了，只有半杯。煎饼凉了确实一般。。。,2,0.8,waimai
口味还可以，就是送餐太慢。离着挺近的，结果等了1个多小时。,2,0.9,waimai
首先这个面的量真的一般，再说我吃第一口这个，简直了，您是把油罐子掉我面里了么？然后这个煎饼跟您照的简直差别也太大了吧？而且我定的不是鸡丝凉面么？鸡丝呢？一根儿都没有，我是真服了。简直太让人失望最后这个送餐我7点50定的，您8点50送过来，饿得半死了好不容易送来了。刚吃第一口简直让人失望。并且大夏天往你嘴里糊满了油你觉得你舒服么？服了！,2,0.8,waimai
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,2,1.7,waimai
煎饼量大，酱料味道一般，凉面太油，稍辣,2,0.8,waimai
一般，价格味道不成比…,2,0.8,waimai
味道还可以，就是送餐很慢很慢很慢，第一次等了快两个小时，第二次一个半小时。,2,0.9,waimai
"味道一般,个人感觉猪蹄应该给切一下吧",2,0.8,waimai
前几天定下单半小时后被取消订单，今天定晚到30分钟...以后应该不会再定了，太耽误时间。煎饼味道还行，有点辣，就是路边煎饼加个油条撒上肉松。可乐是塑料杯的基本已经没汽了，以前在中关村那边订是给听装的。,2,1.2,waimai
味道一般，订单少了两杯豆浆，后来补上了，但与下单时间隔了5个小时,2,0.8,waimai
名气大，味道真心一般。薄脆偏油，煎饼还不错。拉面煎饼是创新，另类了，不符合我的口味。土豆丝肉丝卷，我只能说，简直就是灾难啦！,2,1.2,waimai
煎饼太一般了…,2,0.8,waimai
凉面一般额。。。。。。其他还行,2,0.8,waimai
豆腐脑味道感觉很一般,2,0.8,waimai
煎饼很一般，没什么亮点,2,0.8,waimai
等了九十分钟才送到，而且实物都洒了，味道还行，就是凉了。,2,1.2,waimai
粥还可以，凉菜一般。,2,1.3,waimai
菜真的很一般，还是店里吃好些,2,0.8,waimai
下单备注马上送出，打客服说11点半才送。订单迟迟不确认，取消订单还要打电话。整体感觉一般，菜没有以前好吃了。,2,0.8,waimai
还行，味道一般般，什么菜都是刚出锅味道好,2,0.8,waimai
送餐晚了，迟到好过不到，只能评价一般吧。,2,0.8,waimai
味道一般，而且少到可怜。,2,0.8,waimai
想吃万年青点的，整整晚了一个多小时，真是醉了，葱油拌面还行，就是送来已经坨成石头了。,2,1.2,waimai
送餐很快，点的意大利面，比较硬，味道一般。,2,0.8,waimai
"太慢了,不过菜还行,朋友说有点不新鲜,个人感觉还不错,超爱年糕的说~",2,1.2,waimai
他家的事物真的很一般只是方便而已,2,0.8,waimai
跟一般的卤肉饭差别还蛮大的～一般,2,0.8,waimai
"如果不是减8元的活动不值得买了。17的定价你们对得起么,味道还行。12元比较合适，14，5元要加饮料了。",2,0.8,waimai
一般，送餐的速度挺快的,2,0.8,waimai
送的面食，就提前确认好位置嘛，送了一个小时，要客户一遍遍催，面放一个小时基本就不能吃了。服务态度还行，但经验还得加强,2,1.2,waimai
