text,label
触控笔的笔尖有点滑，写字需要适应。,1
酒店的餐厅角落消毒柜没开，但餐具看着干净。,1
这本书的扉页签名印刷体不够清晰，能认出。,1
柚子肉的颗粒虽然饱满，但水分一般。,1
外卖的米饭压得有点实，拌饭费力。,1
这件衬衫裙的同色腰带有点短，勉强系上。,1
智能锁的指纹识别偶尔失败，按两次能开。,1
酒店的不锈钢毛巾杆挺结实，但位置有点高。,1
这本书的印刷清晰但墨色不均，还行吧。,1
青提的果粉一擦就掉，口感脆度一般。,1
外卖的炸鸡外皮不脆不软，温温的。,1
这件旗袍的手工盘扣挺紧，但装饰作用为主。,1
闹钟的数字显示亮度可调，默认偏亮。,1
酒店环境温度22度体感舒适，没什么特殊。,1
这本书的锁线装订挺结实，翻多了会松。,1
柠檬切片厚度刚好泡一杯，不酸不淡。,1
外卖的牛肉面面条宽度0.5cm，口感中规中矩。,1
这件睡袍的腰带长度刚够系个蝴蝶结。,1
充气泵的点烟器插头接触良好，充气速度中等。,1
酒店的浅米色墙壁干净，就是有点单调。,1
这本书的作家获奖但作品不惊艳，就那样。,1
菠萝蜜的果包30个够吃，熟度参差。,1
外卖的酸菜鱼鱼片6片正好，味道普通。,1
这件棉袄的绗缝8cm间距，保暖够用。,1
记录仪140度视角够宽，夜拍噪点多。,1
酒店的20个停车位周末不够，平日还行。,1
这本书的译者来自台湾，用词稍有不同。,1
柿子果肉的涩味没完全脱，吃后舌头有点麻。,1
外卖的餐具包里牙签挺硬，用得上。,1
这件工装裤的4个口袋能装东西，设计普通。,1
播放器支持FLAC格式，音质没听出区别。,1
酒店的绿萝叶子有点黄，但还活着。,1
这本书的封面压纹有质感，容易沾指纹。,1
甘蔗的节间长度10cm左右，咬起来不硬。,1
外卖的酸奶配餐写着赠的，味道一般。,1
这件披肩的流苏长度5cm，装饰效果尚可。,1
VR眼镜的瞳距调好后不晕，视野一般。,1
酒店的农夫山泉矿泉水常温，没冰的。,1
这本书的两篇推荐序一个写得好一个一般。,1
姑娘果的花萼干了，果子还挺新鲜。,1
外卖的圆形纸碗深度够，不洒汤。,1
这件棒球服的袖子皮革拼接处线头有点多。,1
散热器的风扇转速1600转，风量够够但有点吵。,1
酒店的遮光窗帘拉上后不透光，遮光不错。,1
这本书的印数8000册不算多，也不难买。,1
金桔表皮光滑，酸味重了点。,1
外卖的粥品60度刚好入口，稠度适中。,1
这件PU皮衣表面光泽还行，不透气。,1
固态硬盘的500MB/s速度够用，不如NVMe快。,1
酒店的感应垃圾桶反应迟钝，用手按也能开。,1
这本书的黑白线稿插图风格简练，细节少。,1
蓝莓的果霜厚，酸甜可口说不上，普通。,1
外卖的甜点小叉子塑料的，叉蛋糕容易断。,1
这件和服的袖丈49cm，穿起来活动方便但不华丽。,1
路由器的管理IP改过，默认的无所谓。,1
酒店的地下车库限高2米，SUV下不去。,1
这本书的硬纸板书盒有点变形，保护尚可。,1
桑葚的果柄绿色，新鲜度还行但甜度不足。,1
外卖的炒菜油量控制差不多，不油腻。,1
这件波点裙的波点1cm大小，复古风不突出。,1
电源适配器输出12V3A，给路由器供电稳。,1
酒店的衣柜2个衣架勉强够挂外套，凑合用。,1
这本书的80g用纸厚度适中，不透字。,1
枇杷的2-3颗果核卡喉咙小心点，肉不多。,1
外卖的孜然味烧烤撒料均匀，肉有点老。,1
这件皮草的毛针长度2cm，摸起来顺滑但掉毛。,1
绘图板的8192级压感画起来精细，但驱动老要更新。,1
这家酒店的性价比一般，不便宜也不贵。,1
这本书读完之后没什么感觉，就那样吧。,1
这个橘子不酸不甜，味道普普通通。,1
外卖的包装挺用心，但味道一般般。,1
这件外套的版型中规中矩，穿着不丑也不帅。,1
这款电脑运行速度还行，不算快也不卡。,1
酒店的服务态度说不上热情，但也没冷脸。,1
这本书的封面挺好看，内容就一般了。,1
西瓜切开后熟度刚好，就是不够甜。,1
外卖的送餐员态度还行，餐食温温的。,1
这件衬衫的面料普普通通，对得起价格。,1
耳机的佩戴舒适度一般，戴久了会累。,1
酒店的床单看着干净，但有点旧了。,1
这本书的脑洞还行，执行得一般。,1
葡萄的味道不突出，吃完没印象。,1
外卖的汤和面分装的，但还是坨了一点。,1
这件毛衣的柔软度一般，不算扎人也不滑。,1
笔记本的散热还行，风扇声音不大不小。,1
酒店的毛巾叠得整齐，就是有点发硬。,1
这本书的悬念设置一般，猜得到结局。,1
芒果的纤维有点多，吃起来塞牙但不严重。,1
外卖的准时宝赔付了，但饭还是凉了。,1
这条裤子的颜色挺正，版型不太修饰腿型。,1
键盘的敲击声音中等，不吵也不算静音。,1
酒店的淋浴水温调了半天才合适，将就了。,1
这本书的人物塑造平平，没有代入感。,1
草莓的大小不均匀，味道还行吧。,1
外卖的炸鸡撒粉不均匀，有的地方咸。,1
这件风衣的防风效果一般，小风能扛住。,1
智能手表的续航两天一充，不惊艳也不差。,1
酒店的隔音很一般，能听到隔壁说话但听不清。,1
这本书的笑点不多，看着不累也不乐。,1
菠萝的芯有点硬，边上的肉还行。,1
外卖的炒饭粒粒分明但不够香。,1
这件牛仔外套的洗水颜色普普通通，不深不浅。,1
手机的重量适中，拿着不轻不重。,1
酒店的电梯等了大概一分钟，正常水平。,1
这本书的信息密度不大，读着放松。,1
桃子的果肉离核，味道清淡。,1
外卖的醋包我加了半包，味道刚好及格。,1
这件卫衣的印花图案一般，不难看就是了。,1
音箱的蓝牙连接稳定，偶尔断一次。,1
酒店的花洒出水量中等，冲澡没问题。,1
这本书的案例偏老，但道理还在。,1
香蕉的果肉稍微有点生，涩味还在。,1
外卖的奶茶茶味淡，奶味也淡。,1
这件羽绒服的蓬松度一般，穿着暖和但厚重。,1
显示器的亮度默认50%，刚好不刺眼。,1
酒店的一次性梳子齿有点疏，凑合用。,1
这本书的排版留白多，读起来不累但页数虚。,1
车厘子的硬度还行，放了两天没软。,1
外卖的鸡块大小不一，但数量够。,1
这件棉服的领子立起来有点高，放下也行。,1
充电宝的接口松紧度适中，插线不晃。,1
酒店的房间空调声音有时大有时小，没规律。,1
这本书的翻译腔不重，读着顺但没文采。,1
猕猴桃的酸味稍重，得配着甜的东西吃。,1
外卖的米饭量够，菜量偏少。,1
这件POLO衫的领子洗了不变形，但起球了。,1
鼠标的滚轮阻尼中等，不松不紧。,1
酒店的洗手液出液量适中，一次够洗。,1
这本书的插画画风各页不一致，观感一般。,1
山竹的果肉瓣数挺多，甜度普通。,1
外卖的配送员没打电话直接放柜子，不算差。,1
这条裙子的走线工整，设计很保守。,1
键盘的键帽材质摸起来滑滑的，容易打油。,1
酒店的牙刷用了两次就开叉了，还行吧能用。,1
这本书的书名有点标题党，内容还好。,1
杨梅汁水挺多，就是酸得皱眉。,1
外卖的保温袋我留着，但餐食已经温了。,1
这件背心的腋下有点紧，抬手不方便。,1
路由器的设置界面有点复杂，一次配好就不动了。,1
酒店的浴巾吸水还行，但不够厚实。,1
这本书的前半部分拖沓，后半部分还行。,1
榴莲的果肉熟度刚好，气味不冲。,1
外卖的免费小菜给了不少，味道一般。,1
这件棉服的袖口有点进风，但天不冷还好。,1
一体机的屏幕分辨率够用，看视频还行。,1
酒店的枕头高低两个，一个太矮一个太高。,1
这本书的签名版签名是印的，不是手签。,1
龙眼的果肉脆度一般，甜度一般。,1
外卖的送餐员戴了口罩，餐盒没破损。,1
这件针织衫的版型宽松，穿着不显身材。,1
手机的电池续航一天一充，正常水平。,1
酒店的烧水壶水沸自动跳，没毛病。,1
这本书的护封和封面颜色有差异，印偏了但能看。,1
石榴的颗粒色泽发白，味道偏淡。,1
外卖的炸鸡腿个头大小适中，皮不脆肉不柴。,1
这件西装的袖长刚好，肩宽稍窄。,1
投影仪的梯形校正自动调的，画面还是有点歪。,1
酒店的毛巾挂勾位置不太顺手，够得到。,1
这本书的参考文献占了好几页，显得专业。,1
荔枝的甜度中等，肉不算厚核不小。,1
外卖的满减凑单多买了一份，吃不完但也不亏。,1
这件蕾丝衫的袖口有弹性，不勒手。,1
手环的睡眠监测不知道准不准，图个乐。,1
酒店的洗发水洗完头发涩，得用护发素。,1
这本书的书签软塌塌的，夹着容易掉。,1
蜜瓜的果肉靠近皮的部分有点苦，没怎么吃到。,1
外卖的送达时间显示延迟了5分钟，还能接受。,1
这件连体裤的拉链在后背，一个人不好拉。,1
录音笔的电池续航录音6小时，够用。,1
酒店的节水马桶冲水声音不大，冲力一般。,1
这本书的出版年份是2019年，不算新书了。,1
枇杷的果皮不难剥，果肉不算多。,1
外卖的餐盒盖子扣得紧，没洒漏。,1
这件防晒衣的拉链拉到顶会卡下巴，拉低点就行。,1
扫地机器人的回充找了好一会儿，还是回去了。,1
酒店的床头抽纸盒空了也没人换，得自己叫。,1
这本书的烫金标题在光下才亮，暗处看不见。,1
柠檬片给了两片，刚好泡一壶不酸不淡。,1
外卖的酱汁袋子撕口不好撕，用剪刀剪的。,1
这件睡衣的布料洗一次就起球了，但还能穿。,1
智能音箱的闹钟功能能用，音质不讲究。,1
酒店电视机的遥控器不太灵敏，要对准按。,1
这本书的版本更新内容没仔细看，差不多。,1
无花果的新鲜度一般，放了两天有点软了。,1
外卖的塑料袋质量还行，没破。,1
这件运动裤的颜色款式百搭，不丑不潮。,1
耳放的电位器旋转有杂音，但不影响听音乐。,1
酒店拨前台要等一会儿，忙线中。,1
这本书的作者简介照片挺年轻，文笔老练。,1
百香果的酸度偏强，需要加蜂蜜兑着喝。,1
外卖的多加辣加了但量不多，微辣水平。,1
这件针织开衫的纽扣眼有点紧，扣起来费时。,1
电子阅读器的待机时间一周没问题，没惊喜。,1
酒店的吹风机插头线不够长，得凑近镜子吹。,1
这本书的纸张薄厚适中，翻页不会粘手。,1
桂圆的果肉不干不湿，味道普通。,1
外卖送的水是冰露，解渴就行。,1
这件半身裙的腰围刚好，就是短了点坐下要遮。,1
扩展坞接了鼠标键盘没延迟，但偶尔断连。,1
酒店的无纺布拖鞋鞋底有点薄，硌脚。,1
这本书的抽象封面被同事说像儿童画，我觉得还行。,1
椰子水打开就能喝，没有椰肉有点可惜。,1
外卖的酸辣粉醋味不够酸，辣味不够辣。,1
这件马甲的V领开得刚好，搭衬衫不露内搭。,1
NAS的风扇噪音中度，放客厅听不见。,1
酒店的独立香皂纸包装挺精致，皂体一般。,1
这本书的词汇量简单，英语四级就能看。,1
杨梅的个头不大不小，染色不严重。,1
外卖的包装透气孔让菜凉得快，热的时候还行。,1
这件泳衣的胸垫可拆卸，洗的时候容易跑位。,1
摄像头的安装角度可调范围大，但画面有畸变。,1
酒店的立顿红茶包我泡了两包才够味。,1
这本书的书脊纹路容易藏灰，得经常擦。,1
冬枣的个头大小不一，有的脆有的面。,1
外卖的中辣辣度对我来说偏淡，下次点重辣。,1
这件健身服的腰部松紧带有点勒，买大了又松。,1
移动硬盘的外壳是塑料的，手感廉价但能用。,1
酒店的WiFi网速刷视频会卡，看网页还行。,1
这本书的文末索引我从来没翻过，没用上。,1
哈密瓜的切开来瓤不小，甜度一般般。,1
外卖的免葱确实没放，但放了蒜苗我过敏，吃不了。,1
这件吊带裙的肩带总是滑下来，得缝一下。,1
机械键盘的RGB灯光关了，省电模式。,1
酒店的玻璃门推拉有点声音，抹点油就好。,1
这本书的封底条形码扫出来价格比买的便宜，心里不平衡。,1
雪梨的果肉有点面，不够脆但水分多。,1
外卖的独立醋包我每次放半包，味道刚好。,1
这件冲锋衣的内胆拆了之后外壳单薄，秋天穿冷。,1
电视棒的系统升级后变慢了，功能多了几个。,1
酒店的床垫弹簧感明显，翻身有声音。,1
这本书的赠书标签我撕了，留了个胶印。,1
火龙果的红色果肉染色厉害，吃完舌头红。,1
外卖的白色方形餐垫纸我拿来垫骨头了，挺实用。,1
这件汉服的袖口有点大，吃饭容易沾到油。,1
触控笔的笔尖耐磨度还行，用了两周没秃。,1
酒店的消毒柜里的碗还有点湿，自己擦干了用。,1
这本书的扉页签名印刷体看着像手写，挺真但知道是印的。,1
柚子的白皮有点厚，剥起来费劲但肉多。,1
外卖的米饭压得太实了，筷子都戳不动。,1
这件衬衫裙的同色布带系了个蝴蝶结，有点幼稚。,1
智能锁的密码区域没有背光，晚上得摸黑按。,1
酒店的不锈钢毛巾杆冬天摸起来冰手，但能用。,1
这本书的墨色不均有的地方深有的浅，不影响阅读。,1
青提的果粉我洗掉了，味道没变。,1
外卖的炸鸡外皮温了之后软塌塌的，口感下降了。,1
这件旗袍的盘扣是装饰，实际用拉链固定。,1
闹钟的数字显示在阳光下看不清，阴天没问题。,1
酒店的22度空调我觉得刚好，同事说冷。,1
这本书的锁线装订翻多了会松，还没散架。,1
柠檬片的厚度不太均匀，有的厚有的薄。,1
外卖的牛肉面面条宽度不一致，口感有点乱。,1
这件睡袍的腰带洗了一次有点缩水，勉强能系。,1
充气泵的点烟器插头发热，充一个轮胎就烫了。,1
酒店的浅米色墙壁有点脏印没擦干净，不仔细看不出来。,1
这本书的作家我没听说过，作品读着还行。,1
菠萝蜜的果包熟的一包生的一包，看运气。,1
外卖的酸菜鱼鱼片有的碎有的整，份量没少。,1
这件棉袄的绗缝线头有点多，自己剪了。,1
记录仪的夜拍画面偏暗，车牌看不清但路况能看个大概。,1
酒店的20个停车位地下地上都有，地上要抢。,1
这本书的台湾译者用词不习惯，但能看懂。,1
柿子的涩味还没完全脱，吃完舌头有点发麻但过会就好。,1
外卖的牙签两头尖，戳到牙龈了挺疼。,1
这件工装裤的四个口袋其中一个是假的，装饰用。,1
播放器支持FLAC但播久了会发热，外壳烫手。,1
酒店的绿萝叶子黄了我浇了水，不知能活不。,1
这本书的封面压纹容易沾指纹，擦擦就好。,1
甘蔗的节间咬起来有点硬，牙口不好的慎买。,1
外卖的酸奶配餐写着赠，但比超市的稀一点。,1
这件披肩的流苏洗了一次散了，得自己梳整齐。,1
VR眼镜的画面边缘模糊，中间清楚就行。,1
酒店的农夫山泉矿泉水是冰的，我没喝放着化了。,1
这本书的两篇推荐序一篇写得真情实感一篇像凑字数。,1
姑娘果的花萼干了但果子水份还在，味道一般。,1
外卖的圆形纸碗深度够拌面，不洒调料。,1
这件棒球服的拼接处线头我自己剪了，看着还行。,1
散热器的风扇转速高了会共振，低转速安静。,1
酒店的遮光窗帘拉上后屋里全黑，好睡觉。,1
这本书的印数8000册听说绝版了，我买的时候还有货,1
金桔我整个吃了，皮有点涩肉有点酸,1
这家酒店的性价比一般，不算亏也不算赚。,1
这本书看完说不上喜欢也说不上讨厌。,1
这个橙子不酸不甜，吃着没啥感觉。,1
外卖的份量挺足，但味道就是普通家常味。,1
这件外套穿着还行，没有想象中好看。,1
这款耳机的降噪效果有是有，但不明显。,1
酒店的健身房器材齐全但偏旧，凑合用。,1
这本书的节奏前慢后快，整体一般。,1
香蕉没有坏，但也没有特别香。,1
外卖的筷子质量还行，没毛刺。,1
这件卫衣的印花挺结实，就是图案太普通。,1
笔记本电脑的散热风噪不大不小，能接受。,1
酒店前台办入住等了两分钟，不快不慢。,1
这本书的脑洞还行，就是执行得一般。,1
草莓的个头均匀，但香味不足。,1
外卖的配送员挺准时，就是态度不冷不热。,1
这条牛仔裤的布料厚度适中，夏天穿热冬天穿冷。,1
智能手环的心率监测准不准不知道，看看趋势还行。,1
酒店的洗发水洗完头发不涩也不滑，就那样。,1
这本书的笑点有但不密集，放松时看看还行。,1
葡萄有点酸，但也不至于难吃。,1
外卖的炒河粉有点油，但锅气还行。,1
这件毛衣的领口有点松，不勒脖子也不紧。,1
手机的指纹解锁有时快有时慢，看运气。,1
酒店的矿泉水不免费，价格和外面差不多。,1
这本书的案例太老了，但理论还适用。,1
梨的水分一般，不干也不多汁。,1
外卖的糖醋排骨偏甜，但肉质不柴。,1
这件风衣的扣子缝得挺牢，就是线头有点多。,1
蓝牙音箱的连接距离十米不断连，够用但不夸张。,1
酒店的浴缸有点小，泡澡伸不开腿但仍能泡。,1
这本书的幽默感很克制，不会大笑但也不会无聊。,1
芒果的纤维有点塞牙，但味道凑合。,1
外卖的米饭是温的，不是烫的也不是凉的。,1
这件衬衫的面料免烫效果还行，洗完还是要熨。,1
平板的手写笔延迟能接受，跟纸写还是有差距。,1
酒店的吹风机要一直按着才能出风，手有点累。,1
这本书的悬念设置得一般，能猜到结局。,1
西瓜籽有点多，但瓜肉不算少。,1
外卖的酸菜鱼汤底不够酸，可以自己再加醋。,1
这件T恤的领口洗了几次没变形，还行吧。,1
鼠标的滚轮阻力适中，用久了不累。,1
酒店的浴帽是塑料的，用一次就扔的那种。,1
这本书的纸质书手感还行，就是有点重。,1
车厘子的颜色深红，味道不惊艳但正常。,1
外卖的奶茶三分糖刚刚好，就是珍珠少了几颗。,1
这件棉服的袖口有魔术贴，调节方便但粘性一般。,1
显示器的边框有点宽，但不影响使用。,1
酒店的地巾有点薄，踩上去没有厚实感。,1
这本书的人物塑造平面化了点，但故事能看。,1
柠檬茶的冰块放多了，最后味道淡了。,1
外卖的炸酱面的酱偏咸，面量刚好够。,1
这件雪纺衫有点透，需要穿打底，但凉快。,1
手机的无线充电速度一般，比有线慢但方便。,1
酒店的衣架是固定的拿不下来，挂衣服还行。,1
这本书的开本有点小，带出门方便就是字也小。,1
青提的皮有点厚，吐皮麻烦但不影响吃。,1
外卖的烧烤冷了之后味道一般，热的时候还行。,1
这件短裤的长度膝盖上面一点，不短不保守。,1
路由器的设置界面老旧，功能倒是都有。,1
酒店的卫生纸质量一般，两层容易破。,1
这本书的目录设计得挺清楚，翻找方便。,1
蜜瓜靠近皮的地方有点硬，中间还行。,1
外卖的葱油饼分层多但不酥，软塌塌的。,1
这件背心的腋下开口有点大，活动方便但不防走光。,1
音箱的待机时间挺长，就是唤醒有时不灵敏。,1
酒店的床头灯开关在灯座上，摸黑找麻烦了点。,1
这本书的书脊胶装时间久了会裂，新书看着还行。,1
菠萝的泡盐水时间不够会麻嘴，这次刚好。,1
外卖的汤碗没有把手，端起来有点烫手。,1
这件皮裙的拉链在后背，自己拉有点费劲。,1
机械键盘的声音不大不小，室友不投诉。,1
酒店的枕头有两个一个高一个矮，自己选。,1
这本书的第5章写得最好，其他章节平平。,1
杨梅的个头不大，酸甜比例一般。,1
外卖的炒面有点坨，但味道没有变差。,1
这件哈伦裤的裆部宽松，活动舒服但显腿短。,1
移动硬盘的数据线有点短，离电脑远就不方便。,1
酒店的小冰箱声音不响，晚上睡觉听不到。,1
这本书的上册比下册精彩，整体还算平衡。,1
荔枝的保鲜不错，没有坏果，但也没有特别甜。,1
外卖的鱼香肉丝肉丝不多，笋丝多，口味还行。,1
这件泳装的胸垫可拆卸，洗的时候会移位麻烦。,1
键盘的手托高度合适，打字手腕不疼但也不舒服。,1
酒店的浴袍是单层的，不厚不薄，穿着刚好。,1
这本书的边框留白太多，浪费纸，但不影响读。,1
火龙果的白肉不甜，红心的会好一点，这次是白肉。,1
外卖的包装盒分类装，米饭在主食盒，挺细致。,1
这件西装裤的中缝熨得直，就是面料易皱。,1
手表的表带是硅胶的，不吸汗但也不捂。,1
酒店的游泳池水温适中，不大不小正好。,1
这本书的双色印刷红色部分有点刺眼，黑色正常。,1
橘子的皮好剥，就是果肉有点干。,1
外卖的羊肉串肥瘦相间，羊膻味不重。,1
这件镂空针织衫不透肉也不重，春秋单穿合适。,1
手机的包装盒就说明书充电线，没有多余的东西。,1
酒店的保险箱操作简单，但我没用上。,1
这本书的译名和原名差异大，但不影响内容。,1
西柚有点苦，加点蜂蜜还行，空口吃一般。,1
外卖的卤蛋入味程度中等，没有卤到中心。,1
这件马甲的羽绒填充均匀，但领口不立挺。,1
耳放的解码芯片是常见的型号，声音干净但不出彩。,1
酒店的烘干机烘衣服要一个半小时，时间偏长。,1
这本书的插图页是铜版纸，正文是轻型纸，手感不一。,1
释迦的果肉软糯，但甜度一般，籽还多。,1
外卖的烧鸭皮不脆，肉不柴，中规中矩。,1
